titulo_oferta,empresa,ciudad,salario_raw,fecha_raw,modalidad_raw,descripcion_raw,url_oferta,fuente,fecha_publicacion,salario_usd,categoria_rol,clave_deduplicacion,ciudad_limpia,provincia,pais,nombre_rol,modalidad,nombre_tecnologia,categoria_tecnologia,tipo_fuente,num_vacantes,experiencia_anios
"Asistente Bodega PARABRISAS AM GLASSES Personal para bodega que conozca de logistica e inventario, responsable y puntual en el detalle de su trabajo, toma fisica de stock y registro de entradas y salidas, uso de excel o software, disponibilidad inmediata y trabajo en equipo, sueldo... Tiempo Completo GUAYAQUIL, Guayas • 08/06/2026 $482,00 / Mensual",,GUAYAQUIL,"$482,00",08/06/2026,Tiempo Completo,"Premium Asistente Bodega PARABRISAS AM GLASSES Personal para bodega que conozca de logistica e inventario, responsable y puntual en el detalle de su trabajo, toma fisica de stock y registro de entradas y salidas, uso de excel o software, disponibilidad inmediata y trabajo en equipo, sueldo... Tiempo Completo GUAYAQUIL, Guayas • 08/06/2026 $482,00 / Mensual",https://ec.trabajosdiarios.com/trabajo/3046825/asistente-bodega-en-guayas,trabajosdiarios,2026-06-08,482.0,Data / BI,"asistente bodega parabrisas am glasses personal para bodega que conozca de logistica e inventario, responsable y puntual en el detalle de su trabajo, toma fisica de stock y registro de entradas y salidas, uso de excel o software, disponibilidad inmediata y trabajo en equipo, sueldo... tiempo completo guayaquil, guayas • 08/06/2026 $482,00 / mensual||guayaquil|trabajosdiarios",Guayaquil,No especificado,Ecuador,"Asistente Bodega Parabrisas Am Glasses Personal Para Bodega Que Conozca De Logistica E Inventario, Responsable Y Puntual En El Detalle De Su Trabajo, Toma Fisica De Stock Y Registro De Entradas Y Salidas, Uso De Excel O Software, Disponibilidad Inmediata Y Trabajo En Equipo, Sueldo... Tiempo Completo Guayaquil, Guayas • 08/06/2026 $482,00 / Mensual",Presencial,Excel,Herramienta,Scraping,1,
"Pasantía Laboral / Research and Development Deinsa Global En Deinsa Global estamos realizando un Programa de Pasantía Laboral para estudiantes de alto desempeño y profesionales (modalidad virtual), que deseen iniciar una carrera profesional desempeñando el puesto de PROJECT MANAGER en RESEARCH & DEVELOPMENT. Este rol presupone la realización... Desde Casa Sin experiencia Pichincha, Pichincha • 29/06/2026",,Pichincha,,29/06/2026,Desde Casa,"Pasantía Laboral / Research and Development Deinsa Global En Deinsa Global estamos realizando un Programa de Pasantía Laboral para estudiantes de alto desempeño y profesionales (modalidad virtual), que deseen iniciar una carrera profesional desempeñando el puesto de PROJECT MANAGER en RESEARCH & DEVELOPMENT. Este rol presupone la realización... Desde Casa Sin experiencia Pichincha, Pichincha • 29/06/2026",https://ec.trabajosdiarios.com/trabajo/3058038/pasantia-laboral-research-and-development-en-pichincha,trabajosdiarios,2026-06-29,,Otros,"pasantía laboral / research and development deinsa global en deinsa global estamos realizando un programa de pasantía laboral para estudiantes de alto desempeño y profesionales (modalidad virtual), que deseen iniciar una carrera profesional desempeñando el puesto de project manager en research & development. este rol presupone la realización... desde casa sin experiencia pichincha, pichincha • 29/06/2026||pichincha|trabajosdiarios",Pichincha,No especificado,Ecuador,"Pasantía Laboral / Research And Development Deinsa Global En Deinsa Global Estamos Realizando Un Programa De Pasantía Laboral Para Estudiantes De Alto Desempeño Y Profesionales (Modalidad Virtual), Que Deseen Iniciar Una Carrera Profesional Desempeñando El Puesto De Project Manager En Research & Development. Este Rol Presupone La Realización... Desde Casa Sin Experiencia Pichincha, Pichincha • 29/06/2026",Remoto,No especificado,No especificado,Scraping,1,
"Ventas Sara Ochoa Clínica Ser Humano se encuentra en la búsqueda de un/a Asesor/a Comercial Digital para integrarse a nuestro equipo. Requisitos: • Experiencia en ventas y atención al cliente. • Manejo de redes sociales y respuesta a mensajes. • Conocimientos básicos de... Tiempo Completo Guayaquil, Guayas • 18/06/2026",,Guayaquil,,18/06/2026,Tiempo Completo,"Ventas Sara Ochoa Clínica Ser Humano se encuentra en la búsqueda de un/a Asesor/a Comercial Digital para integrarse a nuestro equipo. Requisitos: • Experiencia en ventas y atención al cliente. • Manejo de redes sociales y respuesta a mensajes. • Conocimientos básicos de... Tiempo Completo Guayaquil, Guayas • 18/06/2026",https://ec.trabajosdiarios.com/trabajo/3054642/ventas-en-guayas,trabajosdiarios,2026-06-18,,Otros,"ventas sara ochoa clínica ser humano se encuentra en la búsqueda de un/a asesor/a comercial digital para integrarse a nuestro equipo. requisitos: • experiencia en ventas y atención al cliente. • manejo de redes sociales y respuesta a mensajes. • conocimientos básicos de... tiempo completo guayaquil, guayas • 18/06/2026||guayaquil|trabajosdiarios",Guayaquil,No especificado,Ecuador,"Ventas Sara Ochoa Clínica Ser Humano Se Encuentra En La Búsqueda De Un/A Asesor/A Comercial Digital Para Integrarse A Nuestro Equipo. Requisitos: • Experiencia En Ventas Y Atención Al Cliente. • Manejo De Redes Sociales Y Respuesta A Mensajes. • Conocimientos Básicos De... Tiempo Completo Guayaquil, Guayas • 18/06/2026",Presencial,Git,Herramienta,Scraping,1,
"Auxiliar contable Sara Ochoa OFERTA LABORAL Clínica Ser Humano se encuentra en la búsqueda de un/a Auxiliar Contable para trabajar medio tiempo bajo modalidad de servicios prestados. Requisitos: • Conocimientos en software contables. • Experiencia básica en procesos contables y administrativos. • Persona organizada,... Medio Tiempo Guayaquil, Guayas • 18/06/2026",,Guayaquil,,18/06/2026,Medio Tiempo,"Auxiliar contable Sara Ochoa OFERTA LABORAL Clínica Ser Humano se encuentra en la búsqueda de un/a Auxiliar Contable para trabajar medio tiempo bajo modalidad de servicios prestados. Requisitos: • Conocimientos en software contables. • Experiencia básica en procesos contables y administrativos. • Persona organizada,... Medio Tiempo Guayaquil, Guayas • 18/06/2026",https://ec.trabajosdiarios.com/trabajo/3054633/auxiliar-contable-en-guayas,trabajosdiarios,2026-06-18,,Desarrollo de Software,"auxiliar contable sara ochoa oferta laboral clínica ser humano se encuentra en la búsqueda de un/a auxiliar contable para trabajar medio tiempo bajo modalidad de servicios prestados. requisitos: • conocimientos en software contables. • experiencia básica en procesos contables y administrativos. • persona organizada,... medio tiempo guayaquil, guayas • 18/06/2026||guayaquil|trabajosdiarios",Guayaquil,No especificado,Ecuador,"Auxiliar Contable Sara Ochoa Oferta Laboral Clínica Ser Humano Se Encuentra En La Búsqueda De Un/A Auxiliar Contable Para Trabajar Medio Tiempo Bajo Modalidad De Servicios Prestados. Requisitos: • Conocimientos En Software Contables. • Experiencia Básica En Procesos Contables Y Administrativos. • Persona Organizada,... Medio Tiempo Guayaquil, Guayas • 18/06/2026",Presencial,No especificado,No especificado,Scraping,1,
"Desarrollador (parroquia Chongon) TELECOM&NET S.A.A Desarrollador de Software / Web Ubicación: Chongón (presencial) Requisitos: Título en Ingeniería en Software o Ingeniería en Desarrollo de Aplicaciones Web. Conocimientos sólidos en HTML, CSS y JavaScript. Experiencia en WordPress y al menos un framework frontend (React, Vue o... Tiempo Completo GUAYAQUIL, Guayas • 16/06/2026 $700,00 / Mensual",,Chongon,"$700,00",16/06/2026,Tiempo Completo,"Desarrollador (parroquia Chongon) TELECOM&NET S.A.A Desarrollador de Software / Web Ubicación: Chongón (presencial) Requisitos: Título en Ingeniería en Software o Ingeniería en Desarrollo de Aplicaciones Web. Conocimientos sólidos en HTML, CSS y JavaScript. Experiencia en WordPress y al menos un framework frontend (React, Vue o... Tiempo Completo GUAYAQUIL, Guayas • 16/06/2026 $700,00 / Mensual",https://ec.trabajosdiarios.com/trabajo/3053280/desarrollador-parroquia-chongon-en-guayas,trabajosdiarios,2026-06-16,700.0,Frontend,"desarrollador (parroquia chongon) telecom&net s.a.a desarrollador de software / web ubicación: chongón (presencial) requisitos: título en ingeniería en software o ingeniería en desarrollo de aplicaciones web. conocimientos sólidos en html, css y javascript. experiencia en wordpress y al menos un framework frontend (react, vue o... tiempo completo guayaquil, guayas • 16/06/2026 $700,00 / mensual||chongon|trabajosdiarios",Chongon,No especificado,Ecuador,"Desarrollador (Parroquia Chongon) Telecom&Net S.A.A Desarrollador De Software / Web Ubicación: Chongón (Presencial) Requisitos: Título En Ingeniería En Software O Ingeniería En Desarrollo De Aplicaciones Web. Conocimientos Sólidos En Html, Css Y Javascript. Experiencia En Wordpress Y Al Menos Un Framework Frontend (React, Vue O... Tiempo Completo Guayaquil, Guayas • 16/06/2026 $700,00 / Mensual",Presencial,JavaScript,Lenguaje,Scraping,1,
"Asistente gerencia administrativa ventas Gk-innova SE REQUIERE PERSONA PROACTIVA CON CONOCIMIENTOS EN ÁREAS FINANCIERAS, ADMINISTRATIVAS Y ATENCIÓN AL CLIENTE, CON LA POSIBILIDAD DE VIAJAR, CON CONOCIMIENTOS DE MANEJO DE SOFTWARE ADMINISTRATIVO FINANCIERO, COMPRAS PUBLICAS, REALIZAR OFERTAS SEGUIMIENTO DE OFERTASYCOTIZACIONES, SERVICIO Y ATENCION A CLIENTES, MANEJO... Por Contrato Quito, Pichincha • 15/06/2026 $550,00 / Mensual",,Quito,"$550,00",15/06/2026,Por Contrato,"Asistente gerencia administrativa ventas Gk-innova SE REQUIERE PERSONA PROACTIVA CON CONOCIMIENTOS EN ÁREAS FINANCIERAS, ADMINISTRATIVAS Y ATENCIÓN AL CLIENTE, CON LA POSIBILIDAD DE VIAJAR, CON CONOCIMIENTOS DE MANEJO DE SOFTWARE ADMINISTRATIVO FINANCIERO, COMPRAS PUBLICAS, REALIZAR OFERTAS SEGUIMIENTO DE OFERTASYCOTIZACIONES, SERVICIO Y ATENCION A CLIENTES, MANEJO... Por Contrato Quito, Pichincha • 15/06/2026 $550,00 / Mensual",https://ec.trabajosdiarios.com/trabajo/3052436/asistente-gerencia-administrativa-ventas-en-pichincha,trabajosdiarios,2026-06-15,550.0,Data / BI,"asistente gerencia administrativa ventas gk-innova se requiere persona proactiva con conocimientos en áreas financieras, administrativas y atención al cliente, con la posibilidad de viajar, con conocimientos de manejo de software administrativo financiero, compras publicas, realizar ofertas seguimiento de ofertasycotizaciones, servicio y atencion a clientes, manejo... por contrato quito, pichincha • 15/06/2026 $550,00 / mensual||quito|trabajosdiarios",Quito,No especificado,Ecuador,"Asistente Gerencia Administrativa Ventas Gk-Innova Se Requiere Persona Proactiva Con Conocimientos En Áreas Financieras, Administrativas Y Atención Al Cliente, Con La Posibilidad De Viajar, Con Conocimientos De Manejo De Software Administrativo Financiero, Compras Publicas, Realizar Ofertas Seguimiento De Ofertasycotizaciones, Servicio Y Atencion A Clientes, Manejo... Por Contrato Quito, Pichincha • 15/06/2026 $550,00 / Mensual",Presencial,No especificado,No especificado,Scraping,1,
"Tornero CNC WORIND COMPONENTES INDUSTRIALES Funciones Principales Interpretación de planos: Interpretar planos de ingeniería para entender las medidas y tolerancias de la pieza final. Programación: Introducir o modificar códigos y parámetros de mecanizado (velocidad, avance, profundidad) en el software de la máquina. Instalar las herramientas... Tiempo Completo Durán, Guayas • 12/06/2026",,Durán,,12/06/2026,Tiempo Completo,"Tornero CNC WORIND COMPONENTES INDUSTRIALES Funciones Principales Interpretación de planos: Interpretar planos de ingeniería para entender las medidas y tolerancias de la pieza final. Programación: Introducir o modificar códigos y parámetros de mecanizado (velocidad, avance, profundidad) en el software de la máquina. Instalar las herramientas... Tiempo Completo Durán, Guayas • 12/06/2026",https://ec.trabajosdiarios.com/trabajo/3051847/tornero-cnc-en-guayas,trabajosdiarios,2026-06-12,,Desarrollo de Software,"tornero cnc worind componentes industriales funciones principales interpretación de planos: interpretar planos de ingeniería para entender las medidas y tolerancias de la pieza final. programación: introducir o modificar códigos y parámetros de mecanizado (velocidad, avance, profundidad) en el software de la máquina. instalar las herramientas... tiempo completo durán, guayas • 12/06/2026||durán|trabajosdiarios",Durán,No especificado,Ecuador,"Tornero Cnc Worind Componentes Industriales Funciones Principales Interpretación De Planos: Interpretar Planos De Ingeniería Para Entender Las Medidas Y Tolerancias De La Pieza Final. Programación: Introducir O Modificar Códigos Y Parámetros De Mecanizado (Velocidad, Avance, Profundidad) En El Software De La Máquina. Instalar Las Herramientas... Tiempo Completo Durán, Guayas • 12/06/2026",Presencial,No especificado,No especificado,Scraping,1,
"Conductor licencia C ZETALENT Formación: Bachiller. Experiencia de 2 años en posiciones similares. Conocimientos técnicos en: equipos que se manejan en la construcción, gestión de inventarios, logística de transporte, manejo de documentos, excel o software logístico, CONDUCIR VEHÍCULOS DE 3.5 T. PREFERENTE EXPERIENCIA EN... Tiempo Completo Quito, Pichincha • 02/06/2026",,Quito,,02/06/2026,Tiempo Completo,"Conductor licencia C ZETALENT Formación: Bachiller. Experiencia de 2 años en posiciones similares. Conocimientos técnicos en: equipos que se manejan en la construcción, gestión de inventarios, logística de transporte, manejo de documentos, excel o software logístico, CONDUCIR VEHÍCULOS DE 3.5 T. PREFERENTE EXPERIENCIA EN... Tiempo Completo Quito, Pichincha • 02/06/2026",https://ec.trabajosdiarios.com/trabajo/3047631/conductor-licencia-c-en-pichincha,trabajosdiarios,2026-06-02,,Soporte Técnico,"conductor licencia c zetalent formación: bachiller. experiencia de 2 años en posiciones similares. conocimientos técnicos en: equipos que se manejan en la construcción, gestión de inventarios, logística de transporte, manejo de documentos, excel o software logístico, conducir vehículos de 3.5 t. preferente experiencia en... tiempo completo quito, pichincha • 02/06/2026||quito|trabajosdiarios",Quito,No especificado,Ecuador,"Conductor Licencia C Zetalent Formación: Bachiller. Experiencia De 2 Años En Posiciones Similares. Conocimientos Técnicos En: Equipos Que Se Manejan En La Construcción, Gestión De Inventarios, Logística De Transporte, Manejo De Documentos, Excel O Software Logístico, Conducir Vehículos De 3.5 T. Preferente Experiencia En... Tiempo Completo Quito, Pichincha • 02/06/2026",Presencial,Excel,Herramienta,Scraping,1,2.0
"Operador de Plataformas autocargables ZETALENT Formación: Bachiller. Experiencia de 2 años en posiciones similares. Conocimientos técnicos en: equipos que se manejan en la construcción, gestión de inventarios, logística de transporte, manejo de documentos, excel o software logístico, CONDUCIR VEHÍCULOS DE 3.5 T. PREFERENTE EXPERIENCIA EN... Tiempo Completo Quito, Pichincha • 02/06/2026",,Quito,,02/06/2026,Tiempo Completo,"Operador de Plataformas autocargables ZETALENT Formación: Bachiller. Experiencia de 2 años en posiciones similares. Conocimientos técnicos en: equipos que se manejan en la construcción, gestión de inventarios, logística de transporte, manejo de documentos, excel o software logístico, CONDUCIR VEHÍCULOS DE 3.5 T. PREFERENTE EXPERIENCIA EN... Tiempo Completo Quito, Pichincha • 02/06/2026",https://ec.trabajosdiarios.com/trabajo/3047630/operador-de-plataformas-autocargables-en-pichincha,trabajosdiarios,2026-06-02,,Soporte Técnico,"operador de plataformas autocargables zetalent formación: bachiller. experiencia de 2 años en posiciones similares. conocimientos técnicos en: equipos que se manejan en la construcción, gestión de inventarios, logística de transporte, manejo de documentos, excel o software logístico, conducir vehículos de 3.5 t. preferente experiencia en... tiempo completo quito, pichincha • 02/06/2026||quito|trabajosdiarios",Quito,No especificado,Ecuador,"Operador De Plataformas Autocargables Zetalent Formación: Bachiller. Experiencia De 2 Años En Posiciones Similares. Conocimientos Técnicos En: Equipos Que Se Manejan En La Construcción, Gestión De Inventarios, Logística De Transporte, Manejo De Documentos, Excel O Software Logístico, Conducir Vehículos De 3.5 T. Preferente Experiencia En... Tiempo Completo Quito, Pichincha • 02/06/2026",Presencial,Excel,Herramienta,Scraping,1,2.0
"Tecnico de Seguridad Electronica Especialista en Honeywell vista COMPURED Empresa: COMPURED Ubicación: Guayaquil, Ecuador Modalidad: Presencial / Campo Descripción del Puesto Buscamos un Técnico de Seguridad Electrónica de Alto Nivel con experiencia real, comprobable y sólida en la configuración avanzada de sistemas de intrusión. Experiencia Mínima: 3 a 5... Tiempo Completo Guayaquil, Guayas • 02/06/2026",,Guayaquil,,02/06/2026,Tiempo Completo,"Tecnico de Seguridad Electronica Especialista en Honeywell vista COMPURED Empresa: COMPURED Ubicación: Guayaquil, Ecuador Modalidad: Presencial / Campo Descripción del Puesto Buscamos un Técnico de Seguridad Electrónica de Alto Nivel con experiencia real, comprobable y sólida en la configuración avanzada de sistemas de intrusión. Experiencia Mínima: 3 a 5... Tiempo Completo Guayaquil, Guayas • 02/06/2026",https://ec.trabajosdiarios.com/trabajo/3047615/tecnico-de-seguridad-electronica-especialista-en-honeywell-vista-en-guayas,trabajosdiarios,2026-06-02,,Data / BI,"tecnico de seguridad electronica especialista en honeywell vista compured empresa: compured ubicación: guayaquil, ecuador modalidad: presencial / campo descripción del puesto buscamos un técnico de seguridad electrónica de alto nivel con experiencia real, comprobable y sólida en la configuración avanzada de sistemas de intrusión. experiencia mínima: 3 a 5... tiempo completo guayaquil, guayas • 02/06/2026||guayaquil|trabajosdiarios",Guayaquil,No especificado,Ecuador,"Tecnico De Seguridad Electronica Especialista En Honeywell Vista Compured Empresa: Compured Ubicación: Guayaquil, Ecuador Modalidad: Presencial / Campo Descripción Del Puesto Buscamos Un Técnico De Seguridad Electrónica De Alto Nivel Con Experiencia Real, Comprobable Y Sólida En La Configuración Avanzada De Sistemas De Intrusión. Experiencia Mínima: 3 A 5... Tiempo Completo Guayaquil, Guayas • 02/06/2026",Presencial,No especificado,No especificado,Scraping,1,
"Asistente de compras quito ANDICALZADO S.A asistente de compras con 3 años de experiencia y Formación y Conocimientos Educación: Título técnico o universitario en Ingeniería Industrial, Administración de Empresas, Comercio Internacional o carreras afines. Materiales: Conocimiento profundo de cueros, sintéticos (PU, PVC), suelas (TPU, caucho, PU),... Por Contrato QUITO, Pichincha • 02/06/2026 $600,00 / Mensual",,quito,"$600,00",02/06/2026,Por Contrato,"Asistente de compras quito ANDICALZADO S.A asistente de compras con 3 años de experiencia y Formación y Conocimientos Educación: Título técnico o universitario en Ingeniería Industrial, Administración de Empresas, Comercio Internacional o carreras afines. Materiales: Conocimiento profundo de cueros, sintéticos (PU, PVC), suelas (TPU, caucho, PU),... Por Contrato QUITO, Pichincha • 02/06/2026 $600,00 / Mensual",https://ec.trabajosdiarios.com/trabajo/3047404/asistente-de-compras-quito-en-pichincha,trabajosdiarios,2026-06-02,600.0,Soporte Técnico,"asistente de compras quito andicalzado s.a asistente de compras con 3 años de experiencia y formación y conocimientos educación: título técnico o universitario en ingeniería industrial, administración de empresas, comercio internacional o carreras afines. materiales: conocimiento profundo de cueros, sintéticos (pu, pvc), suelas (tpu, caucho, pu),... por contrato quito, pichincha • 02/06/2026 $600,00 / mensual||quito|trabajosdiarios",Quito,No especificado,Ecuador,"Asistente De Compras Quito Andicalzado S.A Asistente De Compras Con 3 Años De Experiencia Y Formación Y Conocimientos Educación: Título Técnico O Universitario En Ingeniería Industrial, Administración De Empresas, Comercio Internacional O Carreras Afines. Materiales: Conocimiento Profundo De Cueros, Sintéticos (Pu, Pvc), Suelas (Tpu, Caucho, Pu),... Por Contrato Quito, Pichincha • 02/06/2026 $600,00 / Mensual",Presencial,No especificado,No especificado,Scraping,1,3.0
